Code;Sign
317309;4
317314;4
317346;3
317347;3
318169;4
318170;4
318179;4
318213;2
318285;2
318291;2
318301;2
318305;4
318311;3
318322;4
318327;3
318347;4
319169;4
319170;4
319213;2
319299;3
319310;3
319311;3
320101;4
320107;4
320114;4
320115;4
320144;4
320154;4
320157;4
320160;4
320163;4
320185;4
320280;4
320294;4
320295;4
320307;4
320309;4
320310;4
320311;4
320312;4
320322;4
320323;4
320324;4
320333;4
320334;4
320335;4
320337;4
320340;4
320343;4
320345;4
320346;4
320355;4
321102;4
321104;4
321116;4
321125;4
321127;4
321145;4
321154;4
321156;4
321157;4
321158;4
321161;4
321167;4
321233;4
321235;4
321253;4
321298;4
321304;4
321308;4
321310;4
321311;4
321313;4
321324;4
321333;4
321336;4
321339;4
321344;4
321356;4
322155;2
322229;2
322292;4
322293;4
322294;2
322308;3
322311;3
322326;3
322338;2
323114;3
323187;4
323310;3
323311;3
323316;2
323320;4
323322;4
323345;4
324113;3
324154;2
324157;2
324253;3
324297;4
324300;2
324301;2
324307;3
324313;3
324319;3
324328;4
324337;2
324338;2
324339;2
325113;3
325114;3
325154;2
325155;2
325252;3
325270;4
325300;2
325301;2
325318;3
325319;3
325320;4
325328;4
325342;3
325344;3
325347;4
326113;3
326154;2
326205;2
326253;3
326300;2
326301;2
326319;3
326325;3
326328;4
326330;4
326342;3
326346;4
326347;4
326361;2
326362;2
326363;2
326364;2
326374;2
326390;2
326391;2
327114;3
327127;4
327147;4
327155;2
327156;2
327226;2
327289;3
327300;2
327301;2
327302;4
327317;2
327327;3
327329;4
327341;3
327345;4
328324;3
328325;3
329298;4
329327;3
330326;3
331114;3
331124;2
331154;2
331155;2
331156;2
331157;2
331158;4
331160;3
331211;2
331214;2
331273;2
331293;4
331303;4
331305;4
331318;3
331325;3
331334;4
331339;2
331342;3
332107;4
332113;3
332124;2
332154;2
332156;2
332157;2
332211;2
332293;4
332322;4
332323;4
332331;2
332333;4
332338;2
332343;3
333127;4
333163;4
333310;3
333332;2
333337;2
333341;3
333345;4
334124;2
334154;2
334185;4
334231;2
334331;2
334338;2
334342;3
334346;4
335103;2
335234;4
335270;4
335340;2
335343;3
335348;4
336271;4
336310;3
336339;2
336344;3
336347;4
337128;4
337185;4
337280;4
337333;4
337343;3
337345;4
338334;4
338346;4
339127;4
339308;3
339321;4
339336;4
339345;4
339347;4
340108;4
340257;4
340270;4
340292;4
340323;4
340335;4
340336;4
340348;4
341121;3
341127;4
341299;3
341314;2
341327;3
341332;2
341333;4
341335;4
341343;3
341345;4
342126;4
342154;2
342306;3
342314;2
342326;3
342331;2
342334;4
342336;4
342341;3
342346;4
343115;4
343157;2
343162;4
343166;4
343168;4
343270;4
343271;4
343280;4
343313;3
343317;2
343324;3
343335;4
343341;3
344108;4
344165;4
344188;4
344270;4
344271;4
344284;4
344289;3
344310;3
344311;3
344317;2
344321;4
344325;3
344336;4
344342;3
345160;3
345161;3
345288;3
345289;3
345300;2
345301;2
345305;3
345307;3
345310;3
345311;3
345314;2
345317;2
345327;3
345333;3
345337;2
345339;2
345341;3
345346;3
345348;3
346122;3
346126;4
346127;4
346161;3
346288;3
346289;3
346290;2
346301;2
346305;3
346306;3
346311;3
346314;2
346334;3
346338;2
346340;2
346342;3
346345;3
346347;3
347126;4
347127;4
347188;3
347234;3
347270;3
347284;3
347288;3
347289;3
347291;2
347306;3
347309;3
347317;2
347334;3
347336;3
347339;2
347346;3
347348;3
348114;3
348155;2
348161;3
348187;3
348270;3
348288;3
348289;3
348300;2
348307;3
348308;3
348314;2
348335;3
348338;2
348345;3
348347;3
348373;2
349226;2
349299;3
349302;4
349315;2
350227;2
350303;4
350316;2
350358;4
351161;3
351187;4
351213;2
351228;2
351230;2
351290;2
351302;4
351308;3
351313;3
351315;2
351316;2
351317;2
352102;4
352229;2
352231;2
352237;4
352285;2
352299;3
352303;4
352309;3
352312;3
352315;2
352316;2
352317;2
352360;4
353101;4
353156;2
353185;4
353228;2
353252;3
353284;4
353292;4
353293;4
353309;3
353323;4
353334;4
353335;4
353339;2
353342;3
353343;3
353353;2
353355;3
353357;4
354102;4
354104;2
354108;4
354157;2
354158;4
354186;4
354188;4
354227;2
354229;2
354235;4
354253;3
354255;4
354292;4
354293;4
354310;3
354311;3
354321;4
354333;4
354336;4
354338;2
354340;2
354341;3
354344;3
354356;3
355101;4
355105;4
355115;4
355121;3
355144;4
355146;4
355152;4
355154;2
355156;2
355159;4
355160;3
355168;4
355180;4
355185;4
355217;2
355226;2
355234;4
355256;4
355288;3
355292;4
355297;4
355304;4
355320;4
355355;3
356102;4
356106;4
356108;4
356116;4
356125;2
356153;4
356155;2
356156;2
356157;2
356161;3
356176;4
356186;4
356257;4
356289;3
356293;4
356296;4
356298;4
356303;4
356304;4
356308;3
356311;3
356321;4
356333;4
356336;4
356344;3
356354;2
357121;4
357160;2
357161;2
357226;4
357252;4
357254;4
357290;2
357309;2
357312;2
357345;2
357346;2
358156;2
358160;2
358161;2
358177;4
358186;4
358227;4
358255;4
358291;2
358308;2
358313;2
358314;4
358345;2
358348;2
358356;4
359157;2
359159;2
359160;2
359161;2
359168;2
359187;4
359230;4
359252;4
359253;4
359256;4
359288;2
359290;2
359291;2
359294;4
359299;2
359305;4
359308;2
359313;2
359339;2
359340;2
359348;2
359355;4
360102;4
360154;2
360156;2
360160;2
360171;3
360188;4
360231;4
360289;2
360291;2
360309;2
360310;2
360312;2
360339;2
360340;2
360342;4
360347;2
361190;2
361205;2
361390;2
362154;2
362205;2
362326;3
362361;2
362363;2
362373;2
362374;2
362390;2
362391;2
363205;2
363206;2
363364;2
363374;2
363375;2
363391;2
363392;2
364155;2
364158;4
364161;3
364206;2
364375;2
364376;2
364393;2
365206;2
365207;2
365366;2
365376;2
365394;2
366129;2
366130;2
366155;2
366207;2
366365;2
366376;2
366377;2
366394;2
366395;2
367129;2
367130;2
367131;2
367207;2
367208;2
367378;2
367395;2
367396;2
368130;2
368131;2
368132;2
368133;2
368208;2
368209;2
368378;2
368396;2
368397;2
368398;2
369134;2
369135;2
369208;2
369209;2
369210;2
369379;2
369380;2
369398;2
369399;2
369400;2
370134;2
370135;2
370209;2
370210;2
370380;2
370381;2
370399;2
370400;2
370401;2
371135;2
371136;2
371137;2
371210;2
371279;2
371382;2
371400;2
371401;2
372136;2
372137;2
372138;2
372139;2
372154;2
372196;2
372197;2
372204;2
372210;2
372238;4
372267;4
372273;2
372274;2
372371;2
372383;2
372401;2
372402;2
373101;4
373114;3
373205;2
373300;2
373318;3
373324;3
373343;3
373361;2
373362;2
373363;2
373364;2
373390;2
373391;2
374160;3
374205;2
374206;2
374362;2
374363;2
374385;2
374391;2
374392;2
375206;2
375364;2
375365;2
375392;2
375393;2
376164;2
376206;2
376207;2
376364;2
376365;2
376377;2
376393;2
376394;2
377207;2
377366;2
377395;2
378208;2
378279;2
378367;2
378368;2
378395;2
378396;2
379209;2
379369;2
379370;2
379397;2
379398;2
380209;2
380210;2
380371;2
380398;2
380399;2
381209;2
381210;2
381371;2
381399;2
381400;2
382210;2
382285;2
382371;2
382400;2
382401;2
383210;2
383274;2
383286;4
383287;4
383372;2
383401;2
383402;2
384162;4
384171;4
384205;2
384206;2
384207;2
384213;2
384281;4
384285;2
384385;2
384386;2
384390;2
384391;2
384392;2
384393;2
384394;2
384395;2
385201;2
385205;2
385206;2
385207;2
385213;2
385273;2
385281;4
385283;2
385285;2
385384;2
385386;2
385390;2
385391;2
385393;2
385394;2
385395;2
386156;2
386167;4
386171;4
386205;2
386206;2
386207;2
386217;2
386279;2
386281;4
386283;2
386285;2
386329;4
386374;2
386376;2
386384;2
386385;2
386390;2
386391;2
386392;2
386393;2
386394;2
386395;2
386396;2
387157;2
387166;4
387386;2
387388;2
388162;4
388163;4
388213;2
388216;2
388217;2
388284;4
388285;2
388387;2
388388;2
389164;2
389171;4
389210;2
389279;2
389400;2
389401;2
390205;4
390326;4
390361;3
390373;3
391129;3
391160;3
391205;4
391362;3
391374;3
392205;4
392363;3
392374;3
392375;3
393364;3
393375;3
394155;3
394326;4
394365;3
394366;3
394373;3
394376;3
395154;3
395279;4
395366;3
395377;3
396367;3
396378;3
396379;3
397368;3
397369;3
397379;3
398369;3
398380;3
399370;3
399381;3
400155;3
400210;4
400285;2
400371;3
400382;3
401210;4
401371;3
401372;3
401383;3
402155;3
402210;4
402274;3
402286;3
402372;3
402401;4
